train_idx,text,label,label_text
2337,perfect phone small appealing package,1,positive
2338,handsfree provided phone useful talk phone driving,1,positive
2339,fact 0 key space key text input bit confusing many phone use key instead,0,negative
2340,battery last long playing music writing file player drain battery fast need plugged outlet sending file,1,positive
2341,suprisingly easy use,1,positive
2342,fact people present changed almost 3 month old son diaper amazed potent smell dirty diaper seems disappear dispose diaper diaper champ,1,positive
2343,used 1 4 collet 1 2 round bit love start little torque run quietly,1,positive
2344,ni 2003 worked like charm last year,1,positive
2345,even shorter battery life though impaired positive experience zen micro way,0,negative
2346,ringer loud heard ringing inside office already street,1,positive
2347,short nokia know phone work palm heed advice spend hour technician around globe reading script chiding broken english following direction exactly,0,negative
2348,basically 6600 bundle hyped feature need get pda pocket pc none work basic phone function ergonomics le average,0,negative
2349,menu option uncreative see full screen menu item pick scroll find looking yes minor trying keep eye road,0,negative
2350,mp3 player everything need long last good three year satisfied,1,positive
2351,customer service dept list toll free number real hassle get regular line,0,negative
2352,strictly use lcd view finder highly recommend camera,1,positive
2353,also quite partial creative mediasource organizer player software audigy z sound card originally definitely added plus,1,positive
2354,sit back relax brag friend paid mountain money dvd player half thing one fraction price,1,positive
2355,lot people complain creative software actually find creative mediasource organizer strength itunes,1,positive
2356,auto mode anyone use point shoot camera,1,positive
2357,feature one would need cellphone,1,positive
2358,would like give 3 5 star instead 4 gave 4 run well time owned,1,positive
2359,money apex machine good feature,1,positive
2360,reliable,0,negative
2361,much packed small case affordable,1,positive
2362,annoying,0,negative
2363,problem battery life,0,negative
2364,ever glad decided camera,1,positive
2365,decided go diaper champ rather popular diaper genie like idea buy special bag,1,positive
2366,probably person dislike itunes software,0,negative
2367,easy use sheer fun able use array nikon accessory like telephoto wide angle lens proverbial icing cake,1,positive
2368,anyway player great deal really love,1,positive
2369,otherwise great alternative mp3 player use want worship mighty powerful apple,1,positive
2370,buy product,0,negative
2371,pic touched photoshop printed 4x6 look great,1,positive
2372,conduct rigorous test took identical shot identical lighting camera canon hand,1,positive
2373,looking user friendly diaper pail actually keep odor contained diaper champ one,1,positive
2374,since gotten linksys modem befcmu10 stacked wrt54g router work fantastic,1,positive
2375,device look cool think exactly photo promise comfortable lightweight jacket pocket interface control easy enough navigate bit practice,1,positive
2376,disappoints software like cheap get zero support form symantec want support charge fee,0,negative
2377,heavier sturdy casing,0,negative
2378,software installed window 95 98 2000 xp problem,1,positive
2379,look cool seems quite small light,1,positive
2380,using motorola t720i verizon alot dropped call trouble syncing data,0,negative
2381,way go apple,1,positive
2382,got home discovered menu option sending message via either text email simply n,0,negative
2383,camera also great feel weight,1,positive
2384,great phone buy another,1,positive
2385,zen serf back device well player,1,positive
2386,bought camera reason many considering already bought size,1,positive
2387,product rate five star,1,positive
2388,zennx keep running price replacement battery like battery powered appliance,1,positive
2389,zen offered great alternative,1,positive
2390,neither message answered ask 24 hour replying waiting 27 day,0,negative
2391,use primarily provided protective case although dropped 3 foot desk accident well played outdoors 30 fahrenheit weather design continued work fine,1,positive
2392,fm transmitter belkin good one use zen car stereo fm tuner latest find connected baby 3800 audiophile audio system produced clean sound compared ipod,1,positive
2393,macro mode exceptional picture clear take picture lens unbelievably close subject,1,positive
2394,guide fence freehand routing well made solid,1,positive
2395,feature user interface find little inconvenient,0,negative
2396,rate interested digital photography price confusion held back consider canon s100 digital elph,1,positive
2397,however configuration system actual setup router wireless use took 3 hour briefly made reconsider choice ego airport notoriously easy setup,0,negative
2398,6 play game boy color game go boy,1,positive
2399,find pretty easy use unlike remote interface audigy 2 nx pc,1,positive
2400,got buddy trying offload almost new 300 systematic saw router,1,positive
2401,excellent sound found music reproduced faithfully jukebox,1,positive
2402,easy enough remove front plate one way battery could inserted,1,positive
2403,unlike reviewer found support responsive almost wait time phone relatively knowledgeable,1,positive
2404,least sturdier protective carrying case would nice,0,negative
2405,obvious setup instruction though soft copy manual give answer readily,0,negative
2406,quick setup installation fact disc come pretty much make sure cant mess,1,positive
2407,diaper get stuck turned around tightly wrap first,0,negative
2408,tried morning said required permission lacked proper administrator status,0,negative
2409,night trying make stupid thing work avail,0,negative
2410,way shove finger pull tight,0,negative
2411,work great odor us regular bag,1,positive
2412,strap horrible get way part camera need access,0,negative
2413,original review december 2004 sorry read people problem zen micro mine worked great,1,positive
2414,opening champ empty bag little tricky pinched thumb time got hang,0,negative
2415,must add dismay delight reader phone simply groundbreaking phone mankind ever held,1,positive
2416,one primary reason getting cell phone could use internet connection laptop running linux soft modem driver hard find work well,1,positive
2417,tell many time chipped nail hurt fingertip force needed open,0,negative
2418,phone book user friendly speakerphone excellent,1,positive
2419,little bag come cheap useless,0,negative
2420,regardless fact believe champ best way go,1,positive
2421,great phone phone since feb 04 never problem,1,positive
2422,one best cell phone ever used date,1,positive
2423,yeah agree earbuds pretty crap replace,0,negative
2424,much safer others require two handed operation,1,positive
2425,complaint mp3 player,1,positive
2426,tried hook first one broken motor would eject disc close door,0,negative
2427,however creative software real intuitive,0,negative
2428,speaker volume loud clear sacrifice battery life,0,negative
2429,taken hundred shot canon varying lighting situation auto mode one blurry picture,1,positive
2430,2 unfilled id3 tag cause music potentially placed folder called unknown,0,negative
2431,love slim design weight would issue bulky,1,positive
2432,well apex dvd player turned great,1,positive
2433,unit worked great 3 week video output failed,0,negative
2434,3 joy stick eazy navigation 35mb memory card store picture stuff,1,positive
2435,five gigabyte plenty great album,1,positive
2436,talking voice clear,0,negative
2437,apple ipod battery replacement service cost 100,0,negative
2438,unit lock time hit reset button fairly painless process well,0,negative
2439,mp3 player get much memory much le ipod,1,positive
2440,important people know following first interface slow,0,negative
2441,getting better speed web program,1,positive
2442,easy work easy dispose dirty diaper,1,positive
2443,location various button one side somewhat illogical,0,negative
2444,volume key hard press think may design rather flaw perhaps keep pressing accidentally call,0,negative
2445,thought kind steeply priced time,0,negative
2446,purchased ipod mini several nice feature extra 1g storage wma support replaceable battery especially apple product proprietary architecture,1,positive
2447,nice thing m12v table powerful 3 1 4 hp motor great soft start help lot control beast turn router continuously variable speed control amazon price,1,positive
2448,software interface supplied easy use went ahead got red chair notmad software advanced feature wanted,1,positive
2449,overall g3 delivers must considered best image quality current 4 megapixel digicams detail tonal balance color response point view,1,positive
2450,take quick picture excelent resolution,1,positive
2451,memory card fit nicely since also pocket pc automatically installed picture software pda willa,1,positive
2452,computer interface 90 good losing point due fact creative branding place within,1,positive
2453,knock flash underpowered,0,negative
2454,connect computer via bluetooth transfer image calender event contact anything else,1,positive
2455,wonderful device,1,positive
2456,sound quality jazz pop music equally superior,1,positive
2457,color phone combination feature 6610 offer,1,positive
2458,product elf great,1,positive
2459,oval nice,1,positive
2460,work great,1,positive
2461,locked multiple time previously always managed work ward time touch screen respond none button worked,0,negative
2462,highly recommend phone anyone,1,positive
2463,far anti spam feature seems good,1,positive
2464,thing like slow changing apps boot sometime problem connect thru bluetooth,0,negative
2465,want rename cd title already transferred become frustrated quite quickly,0,negative
2466,tech support apex literally nonexistent,0,negative
2467,fact caused system hang time uninstalled stuck mediasource 100,0,negative
2468,power incredible cut md plywood like butter,1,positive
2469,manual easy understand mostly idiot proof,1,positive
2470,interface software user friendly anything easy use,0,negative
2471,reliability build dropped player 4 ft fell hard kept playing,1,positive
2472,new organizer software ship nomad zen xtra could n easier use,1,positive
2473,enthusiastically recommend camera,1,positive
2474,zooming lever shaky hope operate mechanically otherwise feel uneasy,0,negative
2475,equipment included average n big deal since thats buying,1,positive
2476,overall know basic step take difficult connect w worked well connect,1,positive
2477,also like position control fact extra knob gizmo,1,positive
2478,highly recommend phone,1,positive
2479,bog load,1,positive
2480,strong point design small comfortable curved stylish,1,positive
2481,slow syncro flash macro infinity mode etc,1,positive
2482,norton support completely pathetic,0,negative
2483,thought fm radio would see much use many track available great tuning tv program gym treadmill concert program simulcast npr,1,positive
2484,getting used m12 rest seemed lacking,1,positive
2485,best class sound,1,positive
2486,standard battery include g3 camcorder battery allow take picture day without worrying charging,1,positive
2487,sound great volume satisfactory commute shutting external noise,1,positive
2488,finally compare ipod player cost gb also consider ease use,1,positive
2489,even shortcoming still think best digital camera available 1200,1,positive
2490,immediately problem getting player recognize two favorite dvd,0,negative
2491,gripe incredibly crappy remote worse cheaper apex unit,0,negative
2492,crappy headphone,0,negative
2493,another irrigation hold scroll button long keep going past song may wanted stop,0,negative
2494,great helpline,1,positive
2495,love small thing blue glow two week electronic problem,1,positive
2496,bottom line great phone time,1,positive
2497,notice turn phone o take bit load initially menu slower phone booted menu reasonably quicker,1,positive
2498,manual excellent,1,positive
2499,also manage get installed problem liveupdate system work also affect functionality process updating internet security,0,negative
2500,turned phone first thing hit good screen,1,positive
2501,2 delay time fully depress shutter time picture taken long may yield fuzzy shot,0,negative
2502,bought 6 month ago worthless,0,negative
2503,want wireless router home small business get wrt54g configure,1,positive
2504,oh another cool halo light surround touch pad light touch screen light glow zen connected computer,1,positive
2505,zen micro near perfect,1,positive
2506,customer www apex digital inc com service poor,0,negative
2507,first player sound quality superior ipod,1,positive
2508,many reviewer mentioning problem would say main problem player made well,0,negative
2509,value comparing data storage price,1,positive
2510,small able keep pocket fear get ruined pocket durable,1,positive
2511,ad 1600 n work correctly start ad 1220 lasted week half started act,0,negative
2512,decent camera phone taking quick picture movie general around fun,1,positive
2513,sent ad2600 back apex wo n play certain disney dvd movie disc message,0,negative
2514,problem find plunge mechanism eventually stick due wood dust,0,negative
2515,update january 27th 2004 second one crapped week dont buy product,0,negative
2516,get 200 mp3 player,0,negative
2517,everything else ipod great click wheel easy use software come,1,positive
2518,first one would n work start,0,negative
2519,user support service great either,0,negative
2520,bad quality,0,negative
2521,also love flip device one hand,1,positive
2522,download fast computer,1,positive
2523,design mentioned sleek cool trendy think trendy good always hard tell day,1,positive
2524,set pda feature avaunt com download info site like weather map quest map direction great,1,positive
2525,feedback creative product support universally poor limited zen applies company product,0,negative
2526,bother work perfectly medium player 10,1,positive
2527,slick looking design improved interface,1,positive
2528,phone include phone card calling,0,negative
2529,version internet security 2004 beyond hope,0,negative
2530,also earbuds came sound great uncomfortable although wife problem bought pair ear headphone,0,negative
2531,work well vip adapter also linksys,1,positive
2532,alarm still havent used yet good,1,positive
2533,hot shoe flash attachment allowed buy use sophisticated flash unit,1,positive
2534,start losing shiny miracle material cover literally scratch looking wrong thus eliminate need third party asking protective cover extra thirty buck,0,negative
2535,could little bit bigger easy get used,0,negative
2536,positive comment depth adjustment easy micro adjust accurately,0,negative
2537,loyal customer norton symantec product purchased internet security 2004 software firewall could dissatisfied product hence one star rating,0,negative
2538,incredibly happy camera,1,positive
2539,tell using phone feel little flimsier motorola long planning dropping phone running car fine,1,positive
2540,fm radio built howard stern,1,positive
2541,open source firmware net ton extra feature,1,positive
2542,battery life drawback digital camera quote k reef,1,positive
2543,without even slight doubt new favorite,1,positive
2544,easy change bit without removing router table shaft lock work great,1,positive
2545,ear bud come look cheap sound quality amazing,1,positive
2546,always liked symantec product except version 2004,0,negative
2547,first phone know large bright screen infrared bluetooth usb connector speakerphone,1,positive
2548,2 still clean thing,0,negative
2549,heavy enough make stable heavy preclude hand use,1,positive
2550,battery last 12 hour,0,negative
2551,thing play everything feed,1,positive
2552,advanced computer user even imagine new novice user would ever get terrible program work,0,negative
2553,overall favorite phone owned,1,positive
2554,really like easy use great image intuitive fit jacket pocket,1,positive
2555,although nokia 6610 little short feature department outstanding piece hardware primarily meant wireless telephone,1,positive
2556,realized major design flaw,0,negative
2557,bluetooth problem,1,positive
2558,easy use lot review mentioned,1,positive
2559,1 cell phone make call word quality reception mic speaker important 6600 relatively low volume speaker press hard ear hear anything person saying unless surroundings completely quiet,0,negative
2560,wash lysol time empty help hot well prepared,0,negative
2561,zen xtra sound great good headphone well cored mp3s,1,positive
2562,first one lasted 6 year heavy use,1,positive
2563,would definately recommend phone,1,positive
2564,really great buy loo kin one modem many computer around house,1,positive
2565,hell need frigging vga camera cellphone,0,negative
2566,touch button take little getting used like scroll button button used enter key get used big deal,0,negative
2567,look great loaded feature,1,positive
2568,picture absolutely amazing camera capture minutest detail,1,positive
2569,month headphone jack went,0,negative
2570,fired away picture turned quite nicely picture thus far,1,positive
2571,ive seen em archos dell ipod everything good price great sound make one best opinion,1,positive
2572,software come digital elph nice intuitive,1,positive
2573,4 lasted le six month,0,negative
2574,instruction manual documentation excellent learning curve much le steep,1,positive
2575,touch button textured finger sdon slip thoughtful,1,positive
2576,first call loud clear unlike sprint,1,positive
2577,m12v great,1,positive
2578,highly rated kick as firewall program bundled venerable norton antivirus plus extra like norton antispam norton parental control make security suite must people broadband internet access,1,positive
2579,looking opinion apex dvd player love,1,positive
2580,love feature presets well,1,positive
2581,camera paper weight,1,positive
2582,read dvd 10 time otherwise would get disc screen,0,negative
2583,loved slim design,1,positive
2584,worst feature possible alone make rate one star recharge cord,0,negative
2585,access much music ever go terrific,1,positive
2586,say pic get sd500 rich color high detail user interface awesome battery charger tiny super light sd card relatively cheap getting cheaper time,1,positive
2587,great screen great sound,1,positive
2588,thing month headphone jack already come loose,0,negative
2589,another great feature anyway ability load wav sound ringer,1,positive
2590,sound love zen,1,positive
2591,raised bar owing number feature offer absolute ease use delight,1,positive
2592,thing great,1,positive
2593,camera quality bad low resolution,1,positive
2594,5 lack good accessory oversight creative marketing,0,negative
2595,need software actually transfer file,0,negative
2596,screen bright easy see daylight nice color,1,positive
2597,software suck,0,negative
2598,still like lot changing another sort stinky,0,negative
2599,supporting operating system symbian o download run lot program phone,1,positive
2600,program called nomad work great seems cover feature included window software,1,positive
2601,antivirus feature phenomenal regularly updated,1,positive
2602,imagine left player untouched backlight could play considerably 12 hour low volume level,1,positive
2603,small size,1,positive
2604,phone offer 32 mb mmc card think certainly exciting feature,1,positive
2605,service supplier exceptional,1,positive
2606,new router came updated setup utility make getting router installed fairly straight forward process,1,positive
2607,sound incredible clean wide dynamic range bass midas high loud turn full blast,1,positive
2608,bottom line 160 absolute steal,1,positive
2609,also need go manually remove many symantec file registry,0,negative
2610,receives nice mm picture gsm phone,1,positive
2611,thing like buy larger memory card first thing,0,negative
2612,ipod mini smaller sexier albeit limited supported format rio karma far better value,0,negative
2613,seriously thing everything pro expert amateur could want,1,positive
2614,best phone ever owned period,1,positive
2615,tendency quite bit research drop money tool everyone talked loved router,1,positive
2616,also light portable,1,positive
2617,two thing stop giving 5 star ho hum software come system traveling case come,0,negative
2618,added functionality battery replacement detracts build quality face plate prone popping,0,negative
2619,light weight good signal strength,1,positive
2620,annoyed player automatically recognized hard drive,0,negative
2621,also zone although cheap 4 99 mo never work,0,negative
2622,scroll bar bit pain,0,negative
2623,awesome player video output longer worked 3 week,0,negative
2624,00 good though zen drawback,0,negative
2625,apex suck,0,negative
2626,3 computer house getting wireless connection router everybody happy,1,positive
2627,sound player ok,1,positive
2628,lcd screen small since many camera larger one,0,negative
2629,honestly love player,1,positive
2630,get stinky month seal piston seal anymore,0,negative
2631,still least perspective great camera money happy camper,1,positive
2632,interface sassier flair blue lit trimming added bonus,1,positive
2633,felt better one since shuffle feature keen www ipod dirty secret com,1,positive
2634,depth adjustment sloppy,0,negative
2635,phone user friendly easy manipulate 38 convenient scroll menu etc,1,positive
2636,even instruction booklet order,0,negative
2637,camera work art science understood,1,positive
2638,sound quality phenomenal,1,positive
2639,however 3x optical setting acceptable 70 shot take,1,positive
2640,k almost without fail matter taste music relaxation music hard rock hip hop korean japanese afro cuban salsa jazz blue country pop feature performs well,1,positive
2641,also dial 800 number like airline allow use number key navigate prerecorded menu,0,negative
2642,tried bunch different format see would play,1,positive
2643,speakerphone used 15 foot away clarity downloadable poly graphic meg atones add personal touch nifty phone,1,positive
2644,progressive scan player relatively low price although better known manufacturer like toshiba pioneer panasonic offering lower priced progressive scan player well,1,positive
2645,movie mode also working great,1,positive
2646,light enough carry around day without bother,1,positive
2647,bass deep treble clear,1,positive
2648,1 perhaps small,0,negative
2649,lens visible optical viewfinder,0,negative
2650,using g3 six week proven advertised,1,positive
2651,time great signal strength,1,positive
2652,hold quite diaper pop quickly easily,1,positive
2653,overall ipod really almost flawless beast capacity 20 gb think people would ever need price highly recommend,1,positive
2654,setting everything beautiful pic beautiful print,1,positive
2655,thing survived plenty fall little damage except inevitable scratch,0,negative
2656,tell lot shooting many different situation camera amazing,1,positive
2657,unit seems play format put jpeg kodak pic dvd r read review good om good feeling time two thumb,1,positive
2658,protection unit use ability forget,0,negative
2659,phone positive feature good sound quality excellent fm phone earpiece,1,positive
2660,knew hand bad tiff format,0,negative
2661,toggle button used scroll poorly designed work well,0,negative
2662,money good machine,1,positive
2663,4g ipod cost 5g zen micro,1,positive
2664,lot fragment left registry norton system folder,0,negative
2665,love dark blue zen micro would definitely recommend,1,positive
2666,love diaper champ really easy use since use regular garbage bag cost arm leg refill,1,positive
2667,make matter work manual override overcome problem,0,negative
2668,ipod overly sensitive everything get scratched easily,0,negative
2669,creating playlist using included software minimize issue 3 n easy would liked,0,negative
2670,nokia disappoint model,1,positive
2671,user guide cover lot important info covered website,0,negative
2672,zen micro exception addition case come neck strap necessary cable syncing charging,1,positive
2673,sound excellent one would suspect creative product,1,positive
2674,light compact design,1,positive
2675,really enjoyed shooting canon powershot sd500,1,positive
2676,keep short cheaper opinion better choice ipod,1,positive
2677,problem use software,1,positive
2678,player seems work fine everything else,1,positive
2679,player look great feel great sound great,1,positive
2680,wow disappointing even 6 month broke,1,positive
2681,focusing display rack 20 foot away brightly lit room day time picture produced camera blurry shade orange,0,negative
2682,software failed repeatedly,0,negative
2683,brought sister college love,1,positive
2684,wo n play lot disc,0,negative
2685,upgraded older 801 11b router linksys wrt54g improved security course speed,1,positive
2686,keen customer service none product creative given issue definitely recommend zen micro simple fact exactly supposed without needing extra hype except word mouth,1,positive
2687,day finally arrived sure leave sprint,0,negative
2688,getting program install properly living hell experience,0,negative
2689,well surely product recommend someone getting rather mp3 player size price,1,positive
2690,software software crap,0,negative
2691,disappointment,0,negative
2692,began taking pic soon got camera amazed quality photo took simply using auto mode,1,positive
2693,way use norton 2003 corporate work absolutely trouble,1,positive
2694,sure slows little expected,1,positive
2695,stunned amazed quality raw image getting g3 conjunction professional flash system easily put camera limitation ive never seen anything better within resolution limit,1,positive
2696,configuring home network almost impossible,0,negative
2697,easier much convenient use clumsy confusing mention expensive refill,1,positive
2698,speakerphone loud clear nice extra feature like currency converter stopwatch,1,positive
2699,look snazzy smaller pack smoke easily transported ac charger included well hard shell come clip stand adapter usb cable,1,positive
2700,radio work excellent area sure everywhere else,1,positive
2701,depressing scroll button selecting always responsive,0,negative
2702,m3u file used mp3 player like musicmatch winamp creative without notmad need manually recreate playlist n care software use rip catalog music creative company 12 5 gb music transferred zen correct tag hooray,1,positive
2703,impressed camera inside,1,positive
2704,day one hangups crash glitch continual reboots long shutdown due cc app exe program running norton program,0,negative
2705,bottom line great product unbeatable price,1,positive
2706,hooked linksys wireless router broadband connection running maximum 700 plus kilobyte download e,1,positive
2707,also diaper wipe get stuck grove piston,0,negative
2708,oh file transfer fast easy,1,positive
2709,one us web browsing phone easily met surpassed need,1,positive
2710,work well expected product space company back good support,1,positive
2711,mm technology well integrated phone enjoy,1,positive
2712,20 gb 40 gb pro 40 gb come dock station double storage space 10 000 song,1,positive
2713,built fm radio excellent people traveling public transport,1,positive
2714,every time nomad think file corrupt o freeze,0,negative
2715,highly recommend product ease use hardware software playback quality value price,1,positive
2716,found intuitive use n read documentation using successfully within minute,1,positive
2717,great product,1,positive
2718,screen may little smaller readable n come overused blue,0,negative
2719,phone mp3 player fm radio 200k color screen megapixel camera quad band pda photo editor,0,negative
2720,ripping song even 1 1 usb connection still quick quality good,1,positive
2721,5 star way,1,positive
2722,costly efficient ask,0,negative
2723,never problem anything like loose wipe getting stuck always wrap dirty diaper,1,positive
2724,reset network tried connection working like charm,1,positive
2725,even set low still hard adjust player want,0,negative
2726,give product five star usability performance expandability definitely look,1,positive
2727,easily enlarging picture 8 1 2 x 11 vi sable loss picture quality even using best possible setting yet super fine,1,positive
2728,short warranty 3 month got extended warranty best buy occasional freeze easily fixed popping battery somewhat flimsy navigation wheel,0,negative
2729,1 frame freeze family yell dad somethings wrong dvd player come quick,0,negative
2730,cardboard slip cover nice layered box casing inside,1,positive
2731,phone highly recommended otherwise,1,positive
2732,really love phone,1,positive
2733,asking zen xtra specifically christmas researched many different mp3 player finally decided one could n happier convinced best one,1,positive
2734,forget sleek look play real dvd,0,negative
2735,headphone suck would invest cool one since eax feature,0,negative
2736,battery big big plus,1,positive
2737,lot sound option equalizer almost like winamp option,1,positive
2738,display brightness phone quite extraordinary,1,positive
2739,looking upgrade definitely phone,1,positive
2740,included software remove red eye easily,1,positive
2741,somewhat annoying working computer especially window ugh,0,negative
2742,great product canon done excellent job,1,positive
2743,ad pop blocking completely gone,0,negative
2744,absolutely nothing useful symantec norton site,0,negative
2745,plunge action smooth unless make,0,negative
2746,enjoying phone lot,1,positive
2747,happened several different dvd occasionally keep trying something work work one time,0,negative
2748,far dvd work hope n break like review read,1,positive
2749,second lasted two week video went,0,negative
2750,one complaint speakerphone activate speakerphone feature person calling answer phone ringing,0,negative
2751,come across many beginner camera prefer camera thing keep mind camera size,1,positive
2752,bought mine december 2003 real problem,1,positive
2753,probably one dvd player 40 play almost everything throw,1,positive
2754,finally making playlist computer complicated track listed individually organized cd listed organized alphabetical order,0,negative
2755,5 bluetooth wireless technology transfer data computer without messing cable,1,positive
2756,said disappointed plunging mechanism,0,negative
2757,product virtually installation problem,0,negative
2758,first thing noticed creative well made,0,negative
2759,playlist generated fly bit clunky still really nice bonus using software bevy eq option,1,positive
2760,one full feature bluetooth,1,positive
2761,try buy possible although mac addict decade everyone know previously bought ipod nomad zen xtra far better value easy use regard hardware software interface,1,positive
2762,thankfully creative come product put ipod back place,1,positive
2763,classic design yet look hip,1,positive
2764,player checked dont user serviceable battery,1,positive
2765,one nicest phone nokia made,1,positive
2766,another 5 star performance,1,positive
2767,every spray inside pail lysol easy one hand use impossible inquisitive child get dirty diaper pail every odor escape pail rare usually mean crammed much need change bag,1,positive
2768,interface took little getting used,0,negative
2769,plus feature look good signal battery life memory size robustness,1,positive
2770,also player sometimes freeze big problem also annoying,0,negative
2771,1 diaper champ require special refill expensive hard find,1,positive
2772,thing miss voice activated dialing standard 2 5 mm headset jack,0,negative
2773,beauty nearly 2 month truely love,1,positive
2774,received apex dvd picture great set connector,1,positive
2775,cute anything glowing blue led look super cool around edge,1,positive
2776,instant setup button front router mess network better configure router manually,0,negative
2777,possible due variable speed setting sized bit,1,positive
2778,phone almost year nothing great use,1,positive
2779,wished fill fast,0,negative
2780,took three day tune neil young song piece cr get work satellite hookup hired connect wireless network,0,negative
2781,installation first time booted creative mediasource organizer intending use cd burning ripping function totally shorted,0,negative
2782,positive side sound player pretty good everything configured,1,positive
2783,pc side software goofy take little getting used bad reviewer indicated,0,negative
2784,might problem price 30 gig ipod get 60gb nomad ipod simply pale comparison,1,positive
2785,autofocus feel exactly like film camera scene manual mode add little fun challenge,1,positive
2786,2 despite reviewer giving kudos zen music quality experienced flaw using eax,0,negative
2787,bad product cumbersome intertwined trying much one time,0,negative
2788,also problem installing running camera software pc,1,positive
2789,speaker phone functional use car audible even freeway noise,1,positive
2790,price think remarkably fun mp3 player,1,positive
2791,song recorded fm good original signal,1,positive
2792,many time clicked automatic shutter nothing happens,0,negative
2793,fit pocket,1,positive
2794,far finest camera price category ever used,1,positive
2795,ipod full volume adjust receiver volume set since ipod act strong amp lifer,1,positive
2796,wo n go detail online site steve digicams preview go great depth review pleased feature speed picture quality flexibility automation functional convenience camera offer,1,positive
2797,pertaining speed issue got 54mps room,1,positive
2798,zoom go magnification nice always display zoom size one quarter way top screen interferes viewing setting,0,negative
2799,discovered camera manual mode give total control exposure white balance flash red eye person bright background flash flash flash automatic,1,positive
2800,hold button suprisingly mp3s allows button unusable accidently hit something pocket,1,positive
2801,also wanted switch broad com hardware linksys us wifi meniscus card dell laptop lucien silicon used 70 1 2ghz laptop cpu using wireless full speed,1,positive
2802,researched researched getting canon s20 canon s100 course got latter,1,positive
2803,player hang file transfer every prompting reset,0,negative
2804,loud really n work terribly well silent ringer option,0,negative
2805,work great,1,positive
2806,great easy use bundled software,1,positive
2807,great color picture white balance,1,positive
2808,last 1 1 2 year problem start,0,negative
2809,went oder le odorous,0,negative
2810,supply stupid white headphone,0,negative
2811,software came tough load,0,negative
2812,uploading image window based pc fast simple,1,positive
2813,norton internet security 2004 one buggy implementation,0,negative
2814,quiet universal motor driven tool height adjustment stick variable speed control great,1,positive
2815,good,0,negative
2816,except new update,0,negative
2817,5 apex model 2600 work universal remote control,0,negative
2818,unlike people received lemon dvd player came perfect working condition,1,positive
2819,128 song sound good,1,positive
2820,fairness customer rep nice try hard answer question,1,positive
2821,constantly drop internet connection simple thing like wall house block link everything slow,0,negative
2822,dont know people saying software awesome,1,positive
2823,want pay 30 discus defect product cost 95 also bought back cd,0,negative
2824,camera easy use fact recent trip past week asked take picture vacationing elderly group,1,positive
2825,come installation cd instructs step step setting router,1,positive
2826,accessory come player great,1,positive
2827,size small little bit bigger pod,1,positive
2828,must admit best looking phone ever look static absolute conviction look like everything phone,1,positive
2829,like speed control,1,positive
2830,bottom line camera give lot bang buck,1,positive
2831,seems like need park right next radio tower micro pull strong sound,0,negative
2832,tried disabling various component provided product paring way back anti virus service saw improvement,0,negative
2833,key laid normal guessing,1,positive
2834,easy use someone like hopping digital camera bandwagon,1,positive
2835,never worked,0,negative
2836,well say product good mean might little big still fit pocket,1,positive
2837,camera perfect enthusiastic amateur photographer,1,positive
2838,difficulty playing jpegs even trouble properly playing dvd movie,0,negative
2839,broadband hooked wireless setup fly,1,positive
2840,log function help track incoming outgoing call easy way,1,positive
2841,course try reach symantec customer service get useless automated system unless want pay 30 per incident,0,negative
2842,even use ipod store file pc export outlook file,1,positive
2843,bang buck,1,positive
2844,picture perfect although watching hdtv,1,positive
2845,another excellent creative product,1,positive
2846,go wrong one,1,positive
2847,way battery supplied last 14 hour,0,negative
2848,really best phone one could,1,positive
2849,found impressive thing ipod mini basically ease use feel give,1,positive
2850,use regular kitchen sized garbage bag,1,positive
2851,wrap nice tight use regular kitchen trash bag cheap,1,positive
2852,overall giving 5 star seen nothing problem people repeatedly cried havoc player leave room doubt headphone jack hissing scroll wheel problem show,1,positive
2853,higher pitched ring easy hear easy listen,0,negative
2854,control easy understand big enough easy see use,1,positive
2855,10 great price feature,1,positive
2856,work constituent owned g2 highly recommended canon picture quality,1,positive
2857,iriver better fm receiver built drawback iriver product flimsy poorly constructed,0,negative
2858,back may 2004 first reviewed taken 16 hour install run,0,negative
2859,downside see n look like manage playlist nomad done computer,0,negative
2860,tell diaper champ good containing formula generated poop smell excellent containing smell poop breastfed baby,1,positive
2861,fell love camera combine ease use immense amount option power,1,positive
2862,1 direct firewire camera,0,negative
2863,battery recharge awesome thing recharges like 2 3 hour,1,positive
2864,favorite thing nomad eax feature,1,positive
2865,interface simple use,1,positive
2866,use ob ex file transfer service bluetooth linux kde bluetooth provides nice integration conqueror sending file phone,1,positive
2867,camera excellent choice ultracompact take anywhere device boast outstanding movie mode boot,1,positive
2868,use delete addle space,0,negative
2869,unit took forever since beginning recognize play disc,0,negative
2870,addition easy setup,1,positive
2871,far best phone right,1,positive
2872,also use phone modem via bluetooth apple power book,1,positive
2873,happy fact use bag dont pay nose replacement,1,positive
2874,love continuous shot mode allows take 16 pix rapid succession great action shot,1,positive
2875,radio voice recording nice,1,positive
2876,software easy use within 30 minute opening box listening one 80 cd,1,positive
2877,music easy get menu easy understand despite alot pod owner say know search artist name online zen,1,positive
2878,6600 us 900mhz operates country 6620,1,positive
2879,camera day great,1,positive
2880,turn player player turn really fast music continues play left turning,1,positive
2881,flash surprisingly good even video quality excellent,1,positive
